adjacent_pair	preset	pair_label	pair	upperGenome	lowerGenome	upper	upperStart	upperEnd	upperLen	lower	lowerStart	lowerEnd	lowerLen	strand	alnLen	identity	mapq	upper_block_rank	lower_block_rank	chr_pair_block_count	chr_pair_aln_sum	source_block_index_after_filters	reason
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111470148	111472265	151280815	-	2118	0.957510	8	5	2	47	132055	59943	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111394872	111396989	151280815	-	2118	0.957510	8	5	2	47	132055	59944	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111382326	111384443	151280815	-	2118	0.957510	8	5	2	47	132055	59945	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111419966	111422083	151280815	-	2118	0.957510	42	5	2	47	132055	59946	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111436693	111438810	151280815	-	2118	0.957510	8	5	2	47	132055	59947	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_13	124087221	124089330	124104227	chr7	26414	28521	151280815	-	2112	0.955020	60	6	3	6	25625	59951	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111457602	111459719	151280815	-	2118	0.957030	8	5	2	47	132055	59953	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111415784	111417901	151280815	-	2118	0.957030	44	5	2	47	132055	59954	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111449238	111451355	151280815	-	2118	0.957030	8	5	2	47	132055	59955	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111453420	111455537	151280815	-	2118	0.957030	8	5	2	47	132055	59956	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111461784	111463901	151280815	-	2118	0.957030	8	5	2	47	132055	59957	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111428330	111430447	151280815	-	2118	0.957030	8	5	2	47	132055	59958	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111465966	111468083	151280815	-	2118	0.957030	8	5	2	47	132055	59959	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111445056	111447173	151280815	-	2118	0.957030	8	5	2	47	132055	59960	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111440875	111442992	151280815	-	2118	0.957030	8	5	2	47	132055	59961	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111432511	111434628	151280815	-	2118	0.957030	8	5	2	47	132055	59962	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111411602	111413719	151280815	-	2118	0.957030	8	5	2	47	132055	59963	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111474330	111476447	151280815	-	2118	0.957030	8	5	2	47	132055	59964	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111478512	111480630	151280815	-	2119	0.956580	7	5	2	47	132055	59965	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111403236	111405354	151280815	-	2119	0.956580	7	5	2	47	132055	59966	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_15	68168237	68171256	101842037	chr7	113347783	113350803	151280815	+	3021	0.954650	14	7	5	3	9264	59977	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111620712	111622829	151280815	-	2118	0.956560	10	5	2	47	132055	59978	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111390690	111392807	151280815	-	2118	0.956560	10	5	2	47	132055	59979	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111386508	111388625	151280815	-	2118	0.956560	13	5	2	47	132055	59980	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111407419	111409537	151280815	-	2119	0.956110	6	5	2	47	132055	59981	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	193939381	193942458	195332734	chr7	113073613	113076697	151280815	-	3084	0.955250	9	6	6	3	9061	59984	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_2	1228645	1231187	241959550	chr7	151207581	151210123	151280815	+	2547	0.953280	56	8	8	2	5022	59985	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111553789	111555907	151280815	-	2119	0.955640	8	5	2	47	132055	59990	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111491058	111493176	151280815	-	2119	0.955640	8	5	2	47	132055	59991	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111516150	111518268	151280815	-	2119	0.955640	8	5	2	47	132055	59992	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_2	1225497	1227952	241959550	chr7	151204414	151206882	151280815	+	2475	0.945860	60	8	8	2	5022	59993	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	193939645	193942458	195332734	chr7	113170449	113173269	151280815	-	2820	0.955320	14	6	6	3	9061	59994	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111298679	111300797	151280815	-	2119	0.955170	6	5	2	47	132055	59998	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111424148	111426265	151280815	-	2119	0.956580	8	5	2	47	132055	59999	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_15	101588404	101590586	101842037	chr7	151202974	151205164	151280815	-	2196	0.947630	3	7	5	3	9264	60001	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	58277	69863	169845636	chr8	149729761	149741162	149795223	-	11620	0.948360	60	7	3	23	81161	64246	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	50293	57822	169845636	chr8	149741609	149748946	149795223	-	7573	0.933180	60	7	3	23	81161	65179	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_13	124072631	124081022	124104227	chr8	149680288	149688725	149795223	+	8492	0.947480	12	4	5	12	42396	65728	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	70844	75595	169845636	chr8	149724046	149728762	149795223	-	4763	0.959060	24	7	3	23	81161	65978	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	37937	44436	169845636	chr8	149754654	149760657	149795223	-	6510	0.887400	60	7	3	23	81161	66088	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	44764	48100	169845636	chr8	149751018	149754322	149795223	-	3336	0.962830	33	7	3	23	81161	66093	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_12	60780844	60783463	126030552	chr8	59045	61663	149795223	+	2619	0.970220	19	3	9	4	11103	66318	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_12	60780844	60783463	126030552	chr8	49779	52397	149795223	+	2619	0.969450	18	3	9	4	11103	66375	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_12	60780844	60783463	126030552	chr8	55956	58574	149795223	+	2619	0.969450	18	3	9	4	11103	66377	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	27265	29462	169845636	chr8	149768981	149771171	149795223	-	2205	0.969610	32	7	3	23	81161	66386	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	22009376	22012001	169845636	chr8	9640	12277	149795223	+	2637	0.967010	60	7	3	23	81161	66444	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	22009376	22012001	169845636	chr8	15816	18453	149795223	+	2637	0.967010	60	7	3	23	81161	66445	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	22009376	22012001	169845636	chr8	12728	15365	149795223	+	2637	0.967010	60	7	3	23	81161	66447	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	22009376	22012001	169845636	chr8	21992	24629	149795223	+	2637	0.966630	60	7	3	23	81161	66476	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	22009376	22012001	169845636	chr8	40510	43147	149795223	+	2637	0.966630	60	7	3	23	81161	66477	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	22009376	22012001	169845636	chr8	25070	27707	149795223	+	2637	0.966630	60	7	3	23	81161	66478	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	22009376	22012001	169845636	chr8	43598	46235	149795223	+	2637	0.966630	60	7	3	23	81161	66479	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	22009376	22012001	169845636	chr8	62129	64766	149795223	+	2637	0.966630	60	7	3	23	81161	66480	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_12	114873254	114876500	126030552	chr8	721742	724970	149795223	-	3246	0.961490	13	3	9	4	11103	66504	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	22009376	22012001	169845636	chr8	37422	40059	149795223	+	2637	0.966250	60	7	3	23	81161	66506	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	22009376	22012001	169845636	chr8	3466	6103	149795223	+	2637	0.966250	60	7	3	23	81161	66507	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	22009376	22012001	169845636	chr8	46686	49323	149795223	+	2637	0.966250	60	7	3	23	81161	66508	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	22009376	22012001	169845636	chr8	6553	9190	149795223	+	2637	0.966250	60	7	3	23	81161	66509	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	22009376	22012001	169845636	chr8	52863	55500	149795223	+	2637	0.966250	60	7	3	23	81161	66510	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	22009376	22012001	169845636	chr8	34334	36971	149795223	+	2637	0.966250	60	7	3	23	81161	66514	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_15	101804146	101806891	101842037	chr8	2792111	2794842	149795223	-	2779	0.944580	17	5	7	5	16280	66543	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_11	23614323	23618220	133231135	chr8	286690	290584	149795223	+	3899	0.961270	60	3	11	3	10349	66567	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_13	111085377	111093029	124104227	chr8	2943633	2951071	149795223	-	7694	0.924750	60	4	5	12	42396	66570	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	22009376	22012001	169845636	chr8	378	3016	149795223	+	2638	0.965880	60	7	3	23	81161	66573	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_9	19989538	19992967	162726345	chr8	1226849	1230275	149795223	+	3429	0.963550	60	6	10	3	12721	66584	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_15	101809333	101813286	101842037	chr8	2785660	2789625	149795223	-	3982	0.953540	17	5	7	5	16280	66684	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	47759	49768	169845636	chr8	149749354	149751359	149795223	-	2010	0.965670	60	7	3	23	81161	66724	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	22412	24874	195332734	chr8	702562	705018	149795223	+	2462	0.964660	13	3	8	5	14631	66734	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_3	61072900	61076509	229927018	chr8	2772192	2775816	149795223	+	3624	0.961640	60	8	13	1	3624	66741	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_10	144771385	144774557	146617287	chr8	149653654	149656814	149795223	-	3178	0.959410	60	8	12	2	6291	66780	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	171167343	171171428	195332734	chr8	428632	432723	149795223	-	4097	0.957530	60	3	8	5	14631	66791	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_13	124049010	124052268	124104227	chr8	149656916	149660183	149795223	+	3269	0.961150	10	4	5	12	42396	66820	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	779634	781948	195332734	chr8	629592	631908	149795223	+	2316	0.965030	60	3	8	5	14631	66835	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_2	17019632	17023190	241959550	chr8	608377	611931	149795223	-	3558	0.960090	19	5	6	8	40990	66858	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_11	2714509	2717585	133231135	chr8	653886	656961	149795223	-	3093	0.954740	35	3	11	3	10349	66860	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_13	124060730	124063506	124104227	chr8	149668427	149670917	149795223	+	2776	0.869960	9	4	5	12	42396	66876	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_10	64896134	64899244	146617287	chr8	2134737	2137849	149795223	-	3113	0.960810	60	8	12	2	6291	66889	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_11	2714434	2717585	133231135	chr8	623709	627038	149795223	-	3357	0.899610	29	3	11	3	10349	66893	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_13	43348944	43351214	124104227	chr8	28516	30795	149795223	-	2279	0.960950	51	4	5	12	42396	66895	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_2	3740278	3746794	241959550	chr8	977977	984506	149795223	-	6572	0.947960	60	5	6	8	40990	66908	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_2	3777582	3780902	241959550	chr8	1768387	1771714	149795223	+	3342	0.954520	59	5	6	8	40990	66919	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119189944	119193522	169845636	chr8	403137	406724	149795223	-	3588	0.956800	60	7	3	23	81161	66920	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_15	30529514	30532679	101842037	chr8	2553487	2556656	149795223	-	3173	0.958080	4	5	7	5	16280	66940	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_2	3740278	3746794	241959550	chr8	2317718	2324249	149795223	+	6569	0.949000	60	5	6	8	40990	66956	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_13	111082686	111085300	124104227	chr8	2951150	2953835	149795223	-	2752	0.893530	60	4	5	12	42396	66960	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_15	30529514	30532679	101842037	chr8	2633887	2637056	149795223	-	3173	0.956820	3	5	7	5	16280	67001	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_15	30529514	30532679	101842037	chr8	2620483	2623651	149795223	-	3173	0.957140	3	5	7	5	16280	67003	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_2	10643789	10648606	241959550	chr8	320059	324691	149795223	-	4825	0.920620	60	5	6	8	40990	67004	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_2	3740278	3746794	241959550	chr8	1596954	1603489	149795223	-	6572	0.948110	60	5	6	8	40990	67007	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_9	3493543	3498593	162726345	chr8	1527244	1532096	149795223	-	5079	0.908840	60	6	10	3	12721	67009	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_2	3740278	3746794	241959550	chr8	459578	466780	149795223	-	7240	0.861050	6	5	6	8	40990	67071	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_13	124087252	124089330	124104227	chr8	149694655	149696731	149795223	+	2081	0.957230	8	4	5	12	42396	67072	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_13	120995324	120997347	124104227	chr8	163891	165913	149795223	-	2025	0.954570	60	4	5	12	42396	67082	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_9	3520478	3524689	162726345	chr8	1625809	1629997	149795223	-	4213	0.947310	60	6	10	3	12721	67083	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_13	124056082	124058509	124104227	chr8	149664091	149666530	149795223	+	2441	0.953710	8	4	5	12	42396	67086	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_2	3707526	3709834	241959550	chr8	2284116	2286413	149795223	+	2312	0.945070	26	5	6	8	40990	67092	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_13	111087641	111089683	124104227	chr8	1296735	1298758	149795223	+	2047	0.946260	16	4	5	12	42396	67096	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	118042892	118046463	195332734	chr8	2680675	2684237	149795223	+	3576	0.950220	14	3	8	5	14631	67100	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_13	111081209	111085688	124104227	chr8	1290629	1294789	149795223	+	4493	0.882480	57	4	5	12	42396	67102	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_13	111087641	111089683	124104227	chr8	531620	533640	149795223	-	2047	0.942840	60	4	5	12	42396	67106	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	13960	16093	195332734	chr8	695695	697854	149795223	+	2180	0.928900	12	3	8	5	14631	67107	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	50293	57980	169845636	chr9	141354868	141362366	141427513	-	7732	0.933520	60	12	2	9	36998	72080	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	42529	49357	169845636	chr9	44237	51007	141427513	+	6830	0.959740	60	12	2	9	36998	72124	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_13	124072537	124081037	124104227	chr9	24911	33447	141427513	-	8602	0.946410	60	11	4	1	8602	72518	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	44986	49725	169845636	chr9	141362805	141367574	141427513	-	4804	0.950670	60	12	2	9	36998	72543	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	20945	24744	169845636	chr9	141387254	141391086	141427513	-	3833	0.959560	60	12	2	9	36998	72774	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	27247	29829	169845636	chr9	141382173	141384735	141427513	-	2590	0.964860	60	12	2	9	36998	73110	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	38469	42154	169845636	chr9	141370191	141373679	141427513	-	3694	0.913370	60	12	2	9	36998	73249	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	25041	27072	169845636	chr9	141384921	141386963	141427513	-	2043	0.969650	60	12	2	9	36998	73367	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	32988	36379	169845636	chr9	141375633	141379027	141427513	-	3401	0.956190	60	12	2	9	36998	73541	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	33266	35329	169845636	chr9	37250	39320	141427513	+	2071	0.959920	60	12	2	9	36998	73619	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	82417813	82420354	195332734	chr9	52110261	52112807	141427513	-	2547	0.960740	13	5	3	4	9870	73631	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	82417813	82420354	195332734	chr9	52100100	52102646	141427513	-	2547	0.960740	13	5	3	4	9870	73633	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	82417813	82420354	195332734	chr9	52089938	52092484	141427513	-	2547	0.960350	13	5	3	4	9870	73649	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_2	8892474	8895750	241959550	chr9	141348715	141352014	141427513	-	3304	0.952480	5	10	5	1	3304	73726	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	195088214	195090435	195332734	chr9	141415231	141417432	141427513	+	2229	0.945720	60	5	3	4	9870	73782	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_9	125887	128270	162726345	chr9	51737	53850	141427513	+	2388	0.848410	60	12	7	1	2388	73788	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_12	114172602	114175013	126030552	chr9	52439	54800	141427513	-	2418	0.930110	60	6	6	1	2418	73819	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	190206868	190234442	195332734	chr10	36437801	36465796	124744387	+	28209	0.941790	60	2	6	37	409372	75368	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	190206868	190234442	195332734	chr10	37521227	37549209	124744387	+	28192	0.942290	60	2	6	37	409372	75372	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	190206868	190234442	195332734	chr10	38468039	38496040	124744387	+	28206	0.941860	60	2	6	37	409372	75378	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	190260885	190284287	195332734	chr10	35534021	35557411	124744387	+	23717	0.947300	6	2	6	37	409372	75412	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	190204042	190227014	195332734	chr10	38988746	39012145	124744387	+	23545	0.941730	60	2	6	37	409372	75769	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	190265809	190284301	195332734	chr10	39058278	39076765	124744387	+	18798	0.941320	60	2	6	37	409372	75816	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	190265752	190284301	195332734	chr10	36511849	36530460	124744387	+	18921	0.938380	60	2	6	37	409372	75863	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	190265752	190281214	195332734	chr10	38542093	38557845	124744387	+	15817	0.946700	60	2	6	37	409372	76321	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	190265752	190281214	195332734	chr10	37595267	37611024	124744387	+	15822	0.946340	60	2	6	37	409372	76332	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	190227134	190240285	195332734	chr10	39012288	39025583	124744387	+	13413	0.945580	60	2	6	37	409372	76508	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	190284439	190294903	195332734	chr10	38560837	38571277	124744387	+	10503	0.966960	60	2	6	37	409372	76580	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	190284439	190294783	195332734	chr10	35557567	35567992	124744387	+	10486	0.958040	6	2	6	37	409372	76594	lower_partner_rank>4
